 $IN
 LR      =  0.000000000000000E+000,
 LI      =  5.515689316165199E-003,
 NU      =  5.000000000000000E-002,
 FAL     =   1.01000000000000     ,
 DLR     =  1.000000000000000E-008,
 DLI     =  1.000000000000000E-008,
 ALPHA   =  -1.01000000000000     ,
 NMAX    =          50,
 NMIN    =           3,
 AMAX    =  1.000000000000000E+040,
 EPS     =  9.999999999999999E-021,
 FTOL    =  1.000000000000000E-005,
 ITMAX   =       10000,
 IALMAX  =       10000,
 IW      =           1
 $END
 wr =   0.000000000000000E+000
 wi =   5.515689316165199E-003
 alpha                    wr                       wi                       nmax          nmin          funk           
 -0.1215368659784351E+02   0.3779097276374261E-16   0.2165116140768896E+01           200             3  -0.32321225E+02
 -0.1227522346382194E+02   0.4611316244843119E-17   0.2178583074728611E+01           200             3  -0.32881444E+02
 -0.1239797569846016E+02  -0.2143802696623948E-17   0.2192107494770807E+01           200             3  -0.32957979E+02
 -0.1252195545544476E+02   0.5632082629514668E-16   0.2205689708875986E+01           200             3  -0.32372049E+02
 -0.1264717500999921E+02  -0.1321840607164023E-16   0.2219330026633473E+01           200             3  -0.32114398E+02
 -0.1277364676009920E+02  -0.6302458426632124E-17   0.2233028759248726E+01           200             3  -0.32310403E+02
 -0.1290138322770020E+02   0.4573599863348823E-17   0.2246786219550683E+01           200             3  -0.32594275E+02
 -0.1303039705997720E+02   0.6600131308521868E-17   0.2260602721999134E+01           200             3  -0.32178484E+02
 -0.1316070103057697E+02  -0.4585058857305388E-17   0.2274478582692129E+01           200             3  -0.32299030E+02
 -0.1329230804088274E+02  -0.2333226418371558E-15   0.2288414119373423E+01           200             3  -0.32368670E+02
 -0.1342523112129157E+02   0.7270480097951005E-16   0.2302409651439938E+01           200             3  -0.33558643E+02
 -0.1355948343250448E+02   0.7868365598196023E-18   0.2316465499949273E+01           200             3  -0.33462571E+02
 -0.1369507826682953E+02  -0.1932873812588962E-15   0.2330581987627240E+01           200             3  -0.32472576E+02
 -0.1383202904949782E+02  -0.3681193146825667E-16   0.2344759438875434E+01           200             3  -0.32670558E+02
 -0.1397034933999280E+02   0.5926160891438799E-17   0.2358998179778832E+01           200             3  -0.31768062E+02
 -0.1411005283339273E+02  -0.2424607512185844E-17   0.2373298538113437E+01           200             3  -0.32559762E+02
 -0.1425115336172666E+02  -0.6209854105632779E-18   0.2387660843353937E+01           200             3  -0.33779673E+02
 -0.1439366489534392E+02   0.4490789921395575E-17   0.2402085426681422E+01           200             3  -0.32406148E+02
 -0.1453760154429736E+02  -0.1310999372920088E-15   0.2416572620991111E+01           200             3  -0.31797724E+02
 -0.1468297755974034E+02  -0.1730804604286053E-15   0.2431122760900135E+01           200             3  -0.32069159E+02
 -0.1482980733533774E+02  -0.5808484094482223E-18   0.2445736182755335E+01           200             3  -0.33987197E+02
 -0.1497810540869112E+02  -0.5265658501096670E-18   0.2460413224641112E+01           200             3  -0.33423734E+02
 -0.1512788646277803E+02  -0.4986801108793122E-18   0.2475154226387303E+01           200             3  -0.34161679E+02
 -0.1527916532740581E+02   0.6847638641727673E-17   0.2489959529577096E+01           200             3  -0.32301099E+02
 -0.1543195698067987E+02  -0.1257315564660244E-15   0.2504829477554977E+01           200             3  -0.31496703E+02
 -0.1558627655048666E+02   0.3017973895958837E-17   0.2519764415434717E+01           200             3  -0.32293597E+02
 -0.1574213931599153E+02   0.2526211153160785E-17   0.2534764690107399E+01           200             3  -0.33081017E+02
 -0.1589956070915145E+02  -0.9331235103841379E-17   0.2549830650249470E+01           200             3  -0.31849185E+02
 -0.1605855631624296E+02   0.5061707826007958E-17   0.2564962646330843E+01           200             3  -0.32569048E+02
 -0.1621914187940539E+02  -0.1740047573185440E-17   0.2580161030623029E+01           200             3  -0.32565512E+02
 -0.1638133329819944E+02   0.1153243195288458E-17   0.2595426157207306E+01           200             3  -0.33488202E+02
 -0.1654514663118144E+02   0.2450291018994847E-17   0.2610758381982932E+01           200             3  -0.32765095E+02
 -0.1671059809749325E+02  -0.5366933046587533E-19   0.2626158062675390E+01           200             3  -0.32250472E+02
 -0.1687770407846819E+02   0.2261387369757846E-17   0.2641625558844676E+01           200             3  -0.32614097E+02
 -0.1704648111925287E+02  -0.1847889575265773E-15   0.2657161231893620E+01           200             3  -0.32104599E+02
 -0.1721694593044540E+02   0.1939980368419186E-17   0.2672765445076254E+01           200             3  -0.32562667E+02
 -0.1738911538974985E+02  -0.3946735574064773E-17   0.2688438563506214E+01           200             3  -0.32249828E+02
 -0.1756300654364735E+02  -0.1930983835254904E-17   0.2704180954165182E+01           200             3  -0.33072451E+02
 -0.1773863660908382E+02   0.5391606291281480E-18   0.2719992985911371E+01           200             3  -0.32639676E+02
 -0.1791602297517466E+02   0.5720910166075774E-17   0.2735875029488045E+01           200             3  -0.35138050E+02
 -0.1809518320492641E+02  -0.2083539475112390E-18   0.2751827457532085E+01           200             3  -0.34446891E+02
 -0.1827613503697567E+02  -0.3254257558107840E-15   0.2767850644582596E+01           200             3  -0.31716465E+02
 -0.1845889638734543E+02   0.1751968708660668E-23   0.2783944967089550E+01           200             3  -0.31810078E+02
 -0.1864348535121889E+02   0.5664843885471492E-17   0.2800110803422474E+01           200             3  -0.31653224E+02
 -0.1882992020473107E+02  -0.8797140160138553E-18   0.2816348533879183E+01           200             3  -0.32484870E+02
 -0.1901821940677839E+02  -0.3745151570387213E-17   0.2832658540694546E+01           200             3  -0.31576814E+02
 -0.1920840160084617E+02   0.5375575390198120E-18   0.2849041208049305E+01           200             3  -0.34422351E+02
 -0.1940048561685463E+02  -0.1390109985137479E-15   0.2865496922078930E+01           200             3  -0.31329782E+02
 -0.1959449047302318E+02  -0.2143927566865395E-17   0.2882026070882520E+01           200             3  -0.32097747E+02
 -0.1979043537775341E+02  -0.4141538700783238E-17   0.2898629044531748E+01           200             3  -0.32197271E+02
 -0.1998833973153095E+02  -0.3081171553708736E-17   0.2915306235079845E+01           200             3  -0.31841405E+02
 -0.2018822312884626E+02  -0.2351088804683261E-15   0.2932058036570634E+01           200             3  -0.31918104E+02
 -0.2039010536013472E+02   0.5508583423527981E-17   0.2948884845047607E+01           200             3  -0.31590433E+02
 -0.2059400641373606E+02   0.1459804154024513E-17   0.2965787058563043E+01           200             3  -0.32049591E+02
 -0.2079994647787343E+02  -0.4378851240642545E-17   0.2982765077187176E+01           200             3  -0.31499617E+02
 -0.2100794594265216E+02   0.5767643751193021E-17   0.2999819303017409E+01           200             3  -0.31888913E+02
 -0.2121802540207868E+02   0.4462042911493276E-17   0.3016950140187562E+01           200             3  -0.32233043E+02
 -0.2143020565609947E+02  -0.5543835593291602E-18   0.3034157994877188E+01           200             3  -0.34020856E+02
 -0.2164450771266046E+02  -0.7021160783945086E-18   0.3051443275320910E+01           200             3  -0.31786936E+02
 -0.2186095278978707E+02  -0.1838200381472474E-17   0.3068806391817827E+01           200             3  -0.32254901E+02
 -0.2207956231768494E+02  -0.6594449752367927E-17   0.3086247756740954E+01           200             3  -0.31334401E+02
 -0.2230035794086179E+02  -0.7158334666285648E-19   0.3103767784546710E+01           200             3  -0.34920837E+02
 -0.2252336152027041E+02  -0.1232993406596060E-15   0.3121366891784462E+01           200             3  -0.31625749E+02
 -0.2274859513547311E+02  -0.2166370466568535E-16   0.3139045497106110E+01           200             3  -0.31898866E+02
 -0.2297608108682784E+02   0.9041493060677732E-18   0.3156804021275718E+01           200             3  -0.32962437E+02
 -0.2320584189769612E+02   0.1412706315809114E-16   0.3174642887179208E+01           200             3  -0.32333392E+02
 -0.2343790031667308E+02   0.5733840925210262E-17   0.3192562519834082E+01           200             3  -0.31255858E+02
 -0.2367227931983981E+02   0.1306190126188697E-17   0.3210563346399213E+01           200             3  -0.32107826E+02
 -0.2390900211303821E+02  -0.1172415758407503E-16   0.3228645796184672E+01           200             3  -0.30818281E+02
 -0.2414809213416860E+02  -0.5768389270542645E-16   0.3246810300661617E+01           200             3  -0.30925008E+02
 -0.2438957305551028E+02  -0.1379861165970923E-17   0.3265057293472220E+01           200             3  -0.31900250E+02
 -0.2463346878606539E+02  -0.4626726475790345E-16   0.3283387210439655E+01           200             3  -0.30872478E+02
 -0.2487980347392604E+02  -0.2043534010868688E-16   0.3301800489578132E+01           200             3  -0.30957104E+02
 -0.2512860150866530E+02  -0.8195000442930358E-18   0.3320297571102986E+01           200             3  -0.32760594E+02
 -0.2537988752375195E+02   0.5422286705158923E-18   0.3338878897440813E+01           200             3  -0.33308444E+02
 -0.2563368639898947E+02  -0.2189824154152597E-15   0.3357544913239665E+01           200             3  -0.31208443E+02
 -0.2589002326297937E+02  -0.1757391960544018E-17   0.3376296065379289E+01           200             3  -0.31995991E+02
 -0.2614892349560916E+02   0.4735534705256611E-17   0.3395132802981429E+01           200             3  -0.31567310E+02
 -0.2641041273056525E+02  -0.5398949782852106E-17   0.3414055577420174E+01           200             3  -0.31572414E+02
 -0.2667451685787091E+02   0.7374033194057286E-16   0.3433064842332364E+01           200             3  -0.30822360E+02
 -0.2694126202644961E+02  -0.9762137201278922E-16   0.3452161053628042E+01           200             3  -0.30597818E+02
 -0.2721067464671411E+02  -0.1034262175620912E-16   0.3471344669500974E+01           200             3  -0.31944564E+02
 -0.2748278139318125E+02  -0.6749897145086888E-17   0.3490616150439216E+01           200             3  -0.31256108E+02
 -0.2775760920711306E+02  -0.2028782521076642E-16   0.3509975959235728E+01           200             3  -0.32158053E+02
 -0.2803518529918419E+02  -0.6808227692841121E-17   0.3529424560999065E+01           200             3  -0.31528128E+02
 -0.2831553715217603E+02  -0.2032793805181635E-17   0.3548962423164099E+01           200             3  -0.32198966E+02
 -0.2859869252369780E+02  -0.1589514064641602E-15   0.3568590015502816E+01           200             3  -0.31390218E+02
 -0.2888467944893478E+02  -0.2311108646862890E-15   0.3588307810135164E+01           200             3  -0.30811808E+02
 -0.2917352624342412E+02   0.8543908464141022E-18   0.3608116281539949E+01           200             3  -0.33102449E+02
 -0.2946526150585836E+02  -0.9019445405663910E-17   0.3628015906565805E+01           200             3  -0.31910807E+02
 -0.2975991412091695E+02   0.3082946254455434E-15   0.3648007164442210E+01           200             3  -0.30264815E+02
 -0.3005751326212612E+02   0.2509093826531598E-15   0.3668090536790559E+01           200             3  -0.30885015E+02
 -0.3035808839474738E+02   0.9609522035491151E-17   0.3688266507635306E+01           200             3  -0.31502691E+02
 -0.3066166927869486E+02   0.1152205518759362E-17   0.3708535563415153E+01           200             3  -0.32387999E+02
 -0.3096828597148181E+02   0.1127321710389811E-17   0.3728898192994308E+01           200             3  -0.32454313E+02
 -0.3127796883119662E+02  -0.1305399944122288E-15   0.3749354887673793E+01           200             3  -0.31931764E+02
 -0.3159074851950859E+02  -0.5339093304105787E-16   0.3769906141202821E+01           200             3  -0.31622852E+02
 -0.3190665600470368E+02  -0.2071156616935950E-17   0.3790552449790229E+01           200             3  -0.32242816E+02
 -0.3222572256475071E+02   0.3035243541511844E-15   0.3811294312115970E+01           200             3  -0.30351014E+02
 -0.3254797979039822E+02  -0.3500333711156245E-17   0.3832132229342667E+01           200             3  -0.31090139E+02
 -0.3287345958830220E+02   0.7920508427149370E-18   0.3853066705127238E+01           200             3  -0.32740837E+02
 -0.3320219418418522E+02   0.1737697358254824E-15   0.3874098245632561E+01           200             3  -0.30579297E+02
 -0.3353421612602707E+02   0.1353380490498174E-15   0.3895227359539225E+01           200             3  -0.31731579E+02
 -0.3386955828728734E+02   0.1317565642633464E-17   0.3916454558057330E+01           200             3  -0.32034735E+02
 -0.3420825387016021E+02  -0.5862131437172924E-18   0.3937780354938352E+01           200             3  -0.33352015E+02
 -0.3455033640886182E+02   0.2876422007343379E-23   0.3959205266487071E+01           200             3  -0.32686492E+02
 -0.3489583977295044E+02  -0.2834661178819103E-15   0.3980729811573569E+01           200             3  -0.30334003E+02
 -0.3524479817067994E+02   0.4452774413320764E-17   0.4002354511645285E+01           200             3  -0.30755124E+02
 -0.3559724615238675E+02  -0.7697024074292018E-15   0.4024079890739131E+01           200             3  -0.29467887E+02
 -0.3595321861391061E+02  -0.1056942259363063E-16   0.4045906475493684E+01           200             3  -0.30804265E+02
 -0.3631275080004972E+02  -0.1872929554927840E-16   0.4067834795161442E+01           200             3  -0.29835087E+02
 -0.3667587830805022E+02   0.1438088116040397E-15   0.4089865381621133E+01           200             3  -0.30856288E+02
 -0.3704263709113071E+02  -0.3893733291529652E-17   0.4111998769390100E+01           200             3  -0.31269513E+02
 -0.3741306346204203E+02   0.2165071454211803E-15   0.4134235495636752E+01           200             3  -0.29675733E+02
 -0.3778719409666245E+02   0.1891433700408437E-17   0.4156576100193083E+01           200             3  -0.30798005E+02
 -0.3816506603762907E+02  -0.6903333610762198E-17   0.4179021125567251E+01           200             3  -0.31113542E+02
 -0.3854671669800537E+02  -0.2401801483973266E-23   0.4201571116956232E+01           200             3  -0.32740255E+02
 -0.3893218386498543E+02   0.4419633853925477E-15   0.4224226622258536E+01           200             3  -0.29713545E+02
 -0.3932150570363528E+02  -0.6735883473347776E-17   0.4246988192086995E+01           200             3  -0.30414584E+02
 -0.3971472076067163E+02  -0.7280042945423917E-15   0.4269856379781626E+01           200             3  -0.29398681E+02
 -0.4011186796827835E+02   0.6141925538598698E-17   0.4292831741422546E+01           200             3  -0.30791967E+02
 -0.4051298664796113E+02   0.4480742387655691E-17   0.4315914835842969E+01           200             3  -0.30824596E+02
 -0.4091811651444074E+02   0.6838930400260017E-17   0.4339106224642276E+01           200             3  -0.29727058E+02
 -0.4132729767958515E+02  -0.2704099509189808E-17   0.4362406472199144E+01           200             3  -0.31610594E+02
 -0.4174057065638100E+02  -0.1300637840711737E-17   0.4385816145684750E+01           200             3  -0.31554177E+02
 -0.4215797636294482E+02  -0.1117321059794147E-16   0.4409335815076055E+01           200             3  -0.30250243E+02
 -0.4257955612657426E+02  -0.7347566860136699E-18   0.4432966053169144E+01           200             3  -0.31934003E+02
 -0.4300535168784000E+02  -0.1258000354412266E-16   0.4456707435592650E+01           200             3  -0.30188812E+02
 -0.4343540520471841E+02  -0.2638260407534029E-17   0.4480560540821241E+01           200             3  -0.31588459E+02
 -0.4386975925676559E+02  -0.5484144263796128E-17   0.4504525950189189E+01           200             3  -0.30197907E+02
 -0.4430845684933325E+02  -0.4471186267118504E-17   0.4528604247904008E+01           200             3  -0.30305140E+02
 -0.4475154141782658E+02  -0.1593702826107570E-15   0.4552796021060161E+01           200             3  -0.29780796E+02
 -0.4519905683200485E+02   0.1966502474826126E-15   0.4577101859652844E+01           200             3  -0.29831657E+02
 -0.4565104740032490E+02   0.3951340792394293E-16   0.4601522356591849E+01           200             3  -0.30804957E+02
 -0.4610755787432815E+02  -0.4080173969550421E-17   0.4626058107715496E+01           200             3  -0.30489474E+02
 -0.4656863345307143E+02   0.4884382649010049E-15   0.4650709711804636E+01           200             3  -0.29211429E+02
 -0.4703431978760215E+02   0.7060860695743641E-15   0.4675477770596743E+01           200             3  -0.29050350E+02
 -0.4750466298547817E+02   0.3416217803211349E-15   0.4700362888800067E+01           196             3  -0.29674340E+02
 -0.4797970961533295E+02   0.9420767578712349E-16   0.4725365674107874E+01           196             3  -0.29705772E+02
 -0.4845950671148628E+02  -0.4615011395358610E-15   0.4750486737212759E+01           196             3  -0.29387181E+02
 -0.4894410177860114E+02   0.6561510495124533E-17   0.4775726691821024E+01           196             3  -0.30436403E+02
 -0.4943354279638715E+02  -0.2672486892596722E-15   0.4801086154667166E+01           196             3  -0.29426750E+02
 -0.4992787822435103E+02   0.8765500995765486E-16   0.4826565745528397E+01           196             3  -0.29355337E+02
 -0.5042715700659453E+02  -0.3542956509812543E-17   0.4852166087239283E+01           196             3  -0.30784820E+02
 -0.5093142857666048E+02  -0.5309087409409085E-18   0.4877887805706443E+01           196             3  -0.30741350E+02
 -0.5144074286242709E+02   0.1697097845975285E-16   0.4903731529923327E+01           192             3  -0.29667558E+02
 -0.5195515029105136E+02   0.9888214422319378E-18   0.4929697891985073E+01           192             3  -0.32301291E+02
 -0.5247470179396188E+02  -0.2868423824545850E-17   0.4955787527103451E+01           192             3  -0.31051643E+02
 -0.5299944881190149E+02   0.5380700144807850E-19   0.4982001073621882E+01           192             3  -0.35013650E+02
 -0.5352944330002051E+02  -0.1452304036345646E-16   0.5008339173030539E+01           192             3  -0.29556329E+02
 -0.5406473773302071E+02   0.3771834359999829E-17   0.5034802469981523E+01           192             3  -0.30741951E+02
 -0.5460538511035092E+02   0.2232781999246218E-17   0.5061391612304137E+01           192             3  -0.30219462E+02
 -0.5515143896145443E+02  -0.8037403768286663E-17   0.5088107251020221E+01           192             3  -0.29706390E+02
 -0.5570295335106898E+02  -0.2706083859623324E-17   0.5114950040359584E+01           188             3  -0.30480333E+02
 -0.5625998288457967E+02   0.1616448773386322E-15   0.5141920637775514E+01           188             3  -0.30809257E+02
 -0.5682258271342547E+02   0.2758651446853202E-15   0.5169019703960370E+01           188             3  -0.29445064E+02
 -0.5739080854055972E+02   0.3733831595945684E-15   0.5196247902861256E+01           188             3  -0.30059659E+02
 -0.5796471662596532E+02   0.5098454106013888E-17   0.5223605901695793E+01           188             3  -0.30377834E+02
 -0.5854436379222498E+02   0.7413045541812478E-16   0.5251094370967948E+01           188             3  -0.29711092E+02
 -0.5912980743014723E+02  -0.3941975156802348E-15   0.5278713984483976E+01           188             3  -0.29587813E+02
 -0.5972110550444870E+02  -0.3902630120167866E-17   0.5306465419368433E+01           188             3  -0.30547768E+02
 -0.6031831655949319E+02  -0.9141330592621001E-16   0.5334349356080272E+01           184             3  -0.29365816E+02
 -0.6092149972508813E+02   0.1247960890807725E-18   0.5362366478429040E+01           184             3  -0.32242366E+02
 -0.6153071472233901E+02   0.2315079545150321E-18   0.5390517473591137E+01           184             3  -0.32841674E+02
 -0.6214602186956240E+02   0.1597919117845302E-15   0.5418803032126192E+01           184             3  -0.29912086E+02
 -0.6276748208825802E+02  -0.4531702858354361E-15   0.5447223847993499E+01           184             3  -0.28965423E+02
 -0.6339515690914060E+02   0.1061416744800038E-16   0.5475780618568562E+01           184             3  -0.29305175E+02
 -0.6402910847823200E+02  -0.2128504313324383E-24   0.5504474044659712E+01           184             3  -0.29330691E+02
 -0.6466939956301432E+02  -0.2682574136329994E-17   0.5533304830524825E+01           184             3  -0.29987121E+02
 -0.6531609355864447E+02   0.1183001924202999E-18   0.5562273683888119E+01           180             3  -0.32890324E+02
 -0.6596925449423091E+02   0.7688528426037954E-20   0.5591381315957047E+01           180             3  -0.36523230E+02
 -0.6662894703917323E+02   0.1192465492687788E-15   0.5620628441439283E+01           180             3  -0.29050773E+02
 -0.6729523650956496E+02  -0.1158189287906540E-15   0.5650015778559787E+01           180             3  -0.28698485E+02
 -0.6796818887466061E+02   0.3200153847063743E-15   0.5679544049077974E+01           180             3  -0.28802650E+02
 -0.6864787076340721E+02  -0.5308515132095113E-23   0.5709213978304955E+01           180             3  -0.28741166E+02
 -0.6933434947104128E+02   0.3566997894843539E-17   0.5739026295120908E+01           180             3  -0.30023405E+02
 -0.7002769296575170E+02  -0.7978741032161741E-17   0.5768981731992486E+01           180             3  -0.29659421E+02
 -0.7072796989540922E+02  -0.1184569379496654E-18   0.5799081024990370E+01           176             3  -0.34093083E+02
 -0.7143524959436331E+02   0.7273352595270173E-17   0.5829324913806881E+01           176             3  -0.29405708E+02
 -0.7214960209030694E+02  -0.3885736441464478E-17   0.5859714141773701E+01           176             3  -0.29103048E+02
 -0.7287109811121002E+02  -0.3340736453385381E-17   0.5890249455879685E+01           176             3  -0.30135258E+02
 -0.7359980909232212E+02   0.1394314576580577E-15   0.5920931606788762E+01           176             3  -0.30095385E+02
 -0.7433580718324534E+02  -0.5790585006354580E-18   0.5951761348857941E+01           176             3  -0.30328370E+02
 -0.7507916525507780E+02  -0.2354536829000332E-17   0.5982739440155406E+01           176             3  -0.30338892E+02
 -0.7582995690762857E+02  -0.1260249137803927E-17   0.6013866642478702E+01           176             3  -0.31097646E+02
 -0.7658825647670486E+02   0.1016123446508518E-15   0.6045143721373028E+01           172             3  -0.29294810E+02
 -0.7735413904147191E+02  -0.7990289209512012E-17   0.6076571446149620E+01           172             3  -0.29764899E+02
 -0.7812768043188663E+02   0.1005655742144101E-16   0.6108150589904234E+01           172             3  -0.29471375E+02
 -0.7890895723620550E+02  -0.8161440841287318E-17   0.6139881929535724E+01           172             3  -0.27947242E+02
 -0.7969804680856755E+02  -0.9445906263794153E-17   0.6171766245764712E+01           172             3  -0.29359928E+02
 -0.8049502727665323E+02   0.1078231123820623E-15   0.6203804323152384E+01           172             3  -0.30079543E+02
 -0.8129997754941976E+02   0.2784017821022133E-15   0.6235996950119343E+01           172             3  -0.28547103E+02
 -0.8211297732491397E+02   0.5250257032784805E-17   0.6268344918964594E+01           172             3  -0.29302349E+02
 -0.8293410709816311E+02   0.5879952249963974E-17   0.6300849025884617E+01           168             3  -0.29943241E+02
 -0.8376344816914474E+02  -0.3665940503871502E-17   0.6333510070992544E+01           168             3  -0.29656938E+02
 -0.8460108265083619E+02   0.2325987173602295E-16   0.6366328858337431E+01           168             3  -0.28697544E+02
 -0.8544709347734455E+02   0.4168706841675833E-23   0.6399306195923630E+01           168             3  -0.28754270E+02
 -0.8630156441211800E+02  -0.2903369711497984E-17   0.6432442895730285E+01           168             3  -0.30309638E+02
 -0.8716458005623917E+02   0.6926814893466522E-15   0.6465739773730897E+01           168             3  -0.28135999E+02
 -0.8803622585680156E+02   0.1355791679728811E-16   0.6499197649913011E+01           168             3  -0.28887144E+02
 -0.8891658811536958E+02  -0.4741253922199701E-17   0.6532817348298011E+01           168             3  -0.28787972E+02
 -0.8980575399652328E+02   0.9764950663071451E-19   0.6566599696961006E+01           164             3  -0.33384407E+02
 -0.9070381153648852E+02   0.6617865571123057E-17   0.6600545528050821E+01           164             3  -0.29576302E+02
 -0.9161084965185340E+02   0.1179553093763558E-16   0.6634655677810105E+01           164             3  -0.28514123E+02
 -0.9252695814837193E+02  -0.8347936514650167E-18   0.6668930986595532E+01           164             3  -0.30682639E+02
 -0.9345222772985565E+02  -0.1430829028382521E-17   0.6703372298898115E+01           164             3  -0.30410886E+02
 -0.9438675000715421E+02   0.1647072618419505E-16   0.6737980463363622E+01           164             3  -0.28876121E+02
 -0.9533061750722575E+02  -0.5952167049571445E-17   0.6772756332813099E+01           164             3  -0.28857773E+02
 -0.9628392368229801E+02   0.1631323879045280E-16   0.6807700764263505E+01           164             3  -0.28589456E+02
 -0.9724676291912100E+02   0.4018316833803794E-17   0.6842814618948445E+01           160             3  -0.29087984E+02
 -0.9821923054831221E+02  -0.8580701304184553E-17   0.6878098762339025E+01           160             3  -0.29523274E+02
 -0.9920142285379534E+02   0.1619243860437585E-17   0.6913554064164803E+01           160             3  -0.30168078E+02
 -0.1001934370823333E+03  -0.2528851152915661E-17   0.6949181398434856E+01           160             3  -0.30226157E+02
 -0.1011953714531566E+03  -0.5727783383171810E-15   0.6984981643458958E+01           160             3  -0.28770256E+02
 -0.1022073251676882E+03   0.5341814378780276E-17   0.7020955681868859E+01           160             3  -0.29036673E+02
 -0.1032293984193651E+03   0.2187811752680553E-17   0.7057104400639687E+01           160             3  -0.30574768E+02
 -0.1042616924035587E+03  -0.1462612542229978E-16   0.7093428691111457E+01           160             3  -0.28625565E+02
 -0.1053043093275943E+03   0.1931744840986432E-15   0.7129929449010683E+01           156             3  -0.28535514E+02
 -0.1063573524208703E+03   0.3490134013358293E-17   0.7166607574472120E+01           156             3  -0.29802308E+02
 -0.1074209259450790E+03  -0.2713307107951551E-15   0.7203463972060600E+01           156             3  -0.28862225E+02
 -0.1084951352045298E+03  -0.4182469397581279E-17   0.7240499550792991E+01           156             3  -0.28754421E+02
 -0.1095800865565751E+03  -0.3124318768980820E-17   0.7277715224160280E+01           156             3  -0.28944490E+02
 -0.1106758874221408E+03   0.6369919414151795E-15   0.7315111910149744E+01           156             3  -0.28096109E+02
 -0.1117826462963622E+03  -0.1729620366498935E-16   0.7352690531267264E+01           156             3  -0.27958879E+02
 -0.1129004727593259E+03   0.4593237146759743E-18   0.7390452014559735E+01           156             3  -0.31806455E+02
 -0.1140294774869191E+03   0.3539549823297084E-17   0.7428397291637603E+01           152             3  -0.29702406E+02
 -0.1151697722617883E+03   0.4816667081354533E-15   0.7466527298697518E+01           152             3  -0.28132248E+02
 -0.1163214699844062E+03   0.2377135470762650E-22   0.7504842976545089E+01           152             3  -0.28818255E+02
 -0.1174846846842502E+03  -0.3199745829608471E-18   0.7543345270617786E+01           152             3  -0.31810944E+02
 -0.1186595315310927E+03   0.1784936098259077E-17   0.7582035131007929E+01           152             3  -0.29492010E+02
 -0.1198461268464037E+03   0.3206616404757585E-23   0.7620913512485818E+01           152             3  -0.29155845E+02
 -0.1210445881148677E+03  -0.6673515046330221E-15   0.7659981374522972E+01           152             3  -0.28336604E+02
 -0.1222550339960164E+03   0.5950396407170053E-17   0.7699239681315488E+01           152             3  -0.28489329E+02
 -0.1234775843359765E+03   0.7796261136805908E-17   0.7738689401807527E+01           148             3  -0.28934150E+02
 -0.1247123601793363E+03   0.2772473481444713E-22   0.7778331509714919E+01           148             3  -0.27983395E+02
 -0.1259594837811297E+03  -0.1179954115728758E-15   0.7818166983548878E+01           148             3  -0.28062669E+02
 -0.1272190786189410E+03   0.6788907329773811E-23   0.7858196806639858E+01           148             3  -0.27883836E+02
 -0.1284912694051304E+03  -0.1601317048532521E-17   0.7898421967161520E+01           148             3  -0.29953432E+02
 -0.1297761820991817E+03  -0.1767678264529003E-18   0.7938843458154825E+01           148             3  -0.32181008E+02
 -0.1310739439201735E+03   0.2996510636009990E-15   0.7979462277552248E+01           148             3  -0.28341503E+02
 -0.1323846833593752E+03  -0.2675176772013086E-15   0.8020279428202127E+01           148             3  -0.27660670E+02
 -0.1337085301929690E+03  -0.1051396791928454E-16   0.8061295917893116E+01           148             3  -0.27664454E+02
 -0.1350456154948987E+03  -0.1064295218827047E-16   0.8102512759378797E+01           144             3  -0.27976476E+02
 -0.1363960716498477E+03   0.3206522716344395E-15   0.8143930970402376E+01           144             3  -0.28086275E+02
 -0.1377600323663462E+03  -0.1498254945842386E-16   0.8185551573721551E+01           144             3  -0.28223733E+02
 -0.1391376326900096E+03   0.5835049774245176E-17   0.8227375597133467E+01           144             3  -0.28058604E+02
 -0.1405290090169097E+03  -0.1745163258283266E-16   0.8269404073499821E+01           144             3  -0.28017804E+02
 -0.1419342991070788E+03   0.3905152062071146E-15   0.8311638040772099E+01           144             3  -0.27419840E+02
 -0.1433536420981496E+03   0.1134607150063066E-15   0.8354078542016936E+01           144             3  -0.27679132E+02
 -0.1447871785191311E+03   0.6731968532029455E-17   0.8396726625441584E+01           144             3  -0.28513548E+02
 -0.1462350503043224E+03  -0.6666037736093746E-15   0.8439583344419558E+01           140             3  -0.27843895E+02
 -0.1476974008073657E+03   0.8784435978271444E-17   0.8482649757516370E+01           140             3  -0.27993633E+02
 -0.1491743748154393E+03  -0.3033137797020629E-16   0.8525926928515418E+01           140             3  -0.27252565E+02
 -0.1506661185635937E+03   0.2357394099463117E-17   0.8569415926443991E+01           140             3  -0.29120364E+02
 -0.1521727797492297E+03   0.9408692454451570E-15   0.8613117825599435E+01           140             3  -0.27154917E+02
 -0.1536945075467220E+03   0.1457768551845704E-16   0.8657033705575408E+01           140             3  -0.28325555E+02
 -0.1552314526221892E+03  -0.2268920595408827E-17   0.8701164651288323E+01           140             3  -0.27897575E+02
 -0.1567837671484111E+03  -0.8216510555066957E-16   0.8745511753003875E+01           140             3  -0.27001294E+02
 -0.1583516048198952E+03  -0.5183461736360143E-17   0.8790076106363742E+01           140             3  -0.28925080E+02
 -0.1599351208680942E+03   0.3781838519482383E-15   0.8834858812412394E+01           136             3  -0.28508801E+02
